name,CAS,Quantity,Value,Units,Method,Reference,Comment
Butylbenzene,104-51-8,Tboil,456. ± 2.,K,AVG,N/A,Average of 40 out of 43 values;Individual data points
Butylbenzene,104-51-8,Quantity,Value,Units,Method,Reference,Comment
Butylbenzene,104-51-8,Tfus,185.1 ± 0.6,K,AVG,N/A,Average of 11 out of 12 values;Individual data points
Butylbenzene,104-51-8,Quantity,Value,Units,Method,Reference,Comment
Butylbenzene,104-51-8,Ttriple,185.30,K,N/A,"Messerly, Todd, et al., 1965",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.01 K;TRC
Butylbenzene,104-51-8,Ttriple,185.14,K,N/A,"Messerly, Todd, et al., 1965",Metastable crystal phase; Uncertainty assigned by TRC =  0.01 K;TRC
Butylbenzene,104-51-8,Ttriple,184.6,K,N/A,"Huffman, Parks, et al., 1931",Uncertainty assigned by TRC =  0.25 K;TRC
Butylbenzene,104-51-8,Quantity,Value,Units,Method,Reference,Comment
Butylbenzene,104-51-8,Tc,660.5 ± 0.5,K,N/A,"Tsonopoulos and Ambrose, 1995",
Butylbenzene,104-51-8,Tc,660.5,K,N/A,"Majer and Svoboda, 1985",
Butylbenzene,104-51-8,Tc,660.05,K,N/A,"Ambrose, Broderick, et al., 1967",Uncertainty assigned by TRC =  0.5 K;TRC
Butylbenzene,104-51-8,Tc,660.45,K,N/A,"Ambrose, Cox, et al., 1960","Uncertainty assigned by TRC =  0.1 K; Visual, PRT, IPTS-48, with decomp.;TRC"
Butylbenzene,104-51-8,Tc,661.0,K,N/A,"Simon, 1957",Uncertainty assigned by TRC =  0.5 K;TRC
Butylbenzene,104-51-8,Quantity,Value,Units,Method,Reference,Comment
Butylbenzene,104-51-8,Pc,28.9 ± 0.4,bar,N/A,"Tsonopoulos and Ambrose, 1995",
Butylbenzene,104-51-8,Pc,28.87,bar,N/A,"Ambrose, Broderick, et al., 1967",Uncertainty assigned by TRC =  0.07 bar;TRC
Butylbenzene,104-51-8,Quantity,Value,Units,Method,Reference,Comment
Butylbenzene,104-51-8,Vc,0.497,l/mol,N/A,"Tsonopoulos and Ambrose, 1995",
Butylbenzene,104-51-8,Quantity,Value,Units,Method,Reference,Comment
Butylbenzene,104-51-8,ρc,2.01 ± 0.04,mol/l,N/A,"Tsonopoulos and Ambrose, 1995",
Butylbenzene,104-51-8,ρc,2.009,mol/l,N/A,"Simon, 1957",Uncertainty assigned by TRC =  0.075 mol/l;TRC
Butylbenzene,104-51-8,Quantity,Value,Units,Method,Reference,Comment
Butylbenzene,104-51-8,ΔvapH°,51.37,kJ/mol,N/A,"Majer and Svoboda, 1985",
Butylbenzene,104-51-8,ΔvapH°,50.8,kJ/mol,N/A,"Ru«7825»icka, Zábranský, et al., 1994",AC
Butylbenzene,104-51-8,ΔvapH°,50.1,kJ/mol,N/A,"Reid, 1972",AC
Butylbenzene,104-51-8,ΔvapH°,51.0 ± 2.9,kJ/mol,V,"Messerly, Todd, et al., 1965, 2",ALS
Butylbenzene,104-51-8,ΔvapH°,50.1,kJ/mol,N/A,"Prosen, Johnson, et al., 1946",DRB
tert-Butylbenzene,98-06-6,Tboil,442. ± 2.,K,AVG,N/A,Average of 47 out of 48 values;Individual data points
tert-Butylbenzene,98-06-6,Quantity,Value,Units,Method,Reference,Comment
tert-Butylbenzene,98-06-6,Tfus,215. ± 2.,K,AVG,N/A,Average of 7 values;Individual data points
tert-Butylbenzene,98-06-6,Quantity,Value,Units,Method,Reference,Comment
tert-Butylbenzene,98-06-6,Ttriple,215.0,K,N/A,"Huffman, Parks, et al., 1930",Uncertainty assigned by TRC =  0.2 K;TRC
tert-Butylbenzene,98-06-6,Quantity,Value,Units,Method,Reference,Comment
tert-Butylbenzene,98-06-6,ΔvapH°,48. ± 1.,kJ/mol,AVG,N/A,Average of 6 values;Individual data points
sec-Butylbenzene,135-98-8,Tboil,446. ± 2.,K,AVG,N/A,Average of 40 out of 42 values;Individual data points
sec-Butylbenzene,135-98-8,Quantity,Value,Units,Method,Reference,Comment
sec-Butylbenzene,135-98-8,Tfus,197.85,K,N/A,"Birch, Dean, et al., 1949",Uncertainty assigned by TRC =  0.2 K;TRC
sec-Butylbenzene,135-98-8,Tfus,199.76,K,N/A,"Birch, Dean, et al., 1949",Uncertainty assigned by TRC =  0.2 K;TRC
sec-Butylbenzene,135-98-8,Tfus,197.68,K,N/A,"Streiff, Murphy, et al., 1947",Uncertainty assigned by TRC =  0.04 K;TRC
sec-Butylbenzene,135-98-8,Tfus,197.46,K,N/A,"Boord, Greenlee, et al., 1946",Uncertainty assigned by TRC =  0.1 K;TRC
sec-Butylbenzene,135-98-8,Tfus,197.,K,N/A,"Anonymous, 1943",Uncertainty assigned by TRC =  0.7 K;TRC
sec-Butylbenzene,135-98-8,Quantity,Value,Units,Method,Reference,Comment
sec-Butylbenzene,135-98-8,ΔvapH°,47.99,kJ/mol,N/A,"Majer and Svoboda, 1985",
sec-Butylbenzene,135-98-8,ΔvapH°,48.1,kJ/mol,N/A,"Ru«7825»icka, Zábranský, et al., 1994",AC
sec-Butylbenzene,135-98-8,ΔvapH°,49.5,kJ/mol,N/A,"Reid, 1972",AC
sec-Butylbenzene,135-98-8,ΔvapH°,48.6,kJ/mol,N/A,"Prosen, Johnson, et al., 1946",DRB
Isobutylbenzene,538-93-2,Tboil,444. ± 4.,K,AVG,N/A,Average of 28 values;Individual data points
Isobutylbenzene,538-93-2,Quantity,Value,Units,Method,Reference,Comment
Isobutylbenzene,538-93-2,Tfus,221.5 ± 0.3,K,AVG,N/A,Average of 6 values;Individual data points
Isobutylbenzene,538-93-2,Quantity,Value,Units,Method,Reference,Comment
Isobutylbenzene,538-93-2,Tc,650.,K,N/A,"Tsonopoulos and Ambrose, 1995",
Isobutylbenzene,538-93-2,Tc,657.87,K,N/A,"Ambrose, Cox, et al., 1960",Uncertainty assigned by TRC =  0.3 K;TRC
Isobutylbenzene,538-93-2,Tc,650.3,K,N/A,"Altschul, 1893",Uncertainty assigned by TRC =  3. K;TRC
Isobutylbenzene,538-93-2,Quantity,Value,Units,Method,Reference,Comment
Isobutylbenzene,538-93-2,Pc,30.5,bar,N/A,"Tsonopoulos and Ambrose, 1995",
Isobutylbenzene,538-93-2,Pc,30.50,bar,N/A,"Altschul, 1893",Uncertainty assigned by TRC =  0.0588 bar;TRC
Isobutylbenzene,538-93-2,Quantity,Value,Units,Method,Reference,Comment
Isobutylbenzene,538-93-2,ΔvapH°,47.87,kJ/mol,N/A,"Majer and Svoboda, 1985",
Isobutylbenzene,538-93-2,ΔvapH°,48.0,kJ/mol,N/A,"Ru«7825»icka, Zábranský, et al., 1994",AC
Isobutylbenzene,538-93-2,ΔvapH°,49.5,kJ/mol,N/A,"Reid, 1972",AC
Isobutylbenzene,538-93-2,ΔvapH°,48.4,kJ/mol,N/A,"Prosen, Johnson, et al., 1946",DRB
Tetralin,119-64-2,Tboil,480. ± 1.,K,AVG,N/A,Average of 6 values;Individual data points
Tetralin,119-64-2,Quantity,Value,Units,Method,Reference,Comment
Tetralin,119-64-2,Tfus,237.3 ± 0.9,K,AVG,N/A,Average of 7 values;Individual data points
Tetralin,119-64-2,Quantity,Value,Units,Method,Reference,Comment
Tetralin,119-64-2,Ttriple,237.3400,K,N/A,"McCullough, Finke, et al., 1957",Uncertainty assigned by TRC =  0.07 K;TRC
Tetralin,119-64-2,Ttriple,237.3500,K,N/A,"McCullough, Finke, et al., 1957",Uncertainty assigned by TRC =  0.05 K;TRC
Tetralin,119-64-2,Quantity,Value,Units,Method,Reference,Comment
Tetralin,119-64-2,Tc,720. ± 1.,K,N/A,"Tsonopoulos and Ambrose, 1995",
Tetralin,119-64-2,Tc,721.7,K,N/A,"Gude and Teja, 1994",Uncertainty assigned by TRC =  0.5 K; by the flow method;TRC
Tetralin,119-64-2,Tc,719.9,K,N/A,"Teja and Anselme, 1990",Uncertainty assigned by TRC =  1. K;TRC
Tetralin,119-64-2,Tc,721.,K,N/A,"Steele, Chirico, et al., 1988",Uncertainty assigned by TRC =  1.5 K;TRC
Tetralin,119-64-2,Quantity,Value,Units,Method,Reference,Comment
Tetralin,119-64-2,Pc,37. ± 1.,bar,N/A,"Tsonopoulos and Ambrose, 1995",
Tetralin,119-64-2,Pc,36.30,bar,N/A,"Gude and Teja, 1994",Uncertainty assigned by TRC =  0.25 bar; by the flow method;TRC
Tetralin,119-64-2,Pc,37.50,bar,N/A,"Steele, Chirico, et al., 1988",Uncertainty assigned by TRC =  0.80 bar;TRC
Tetralin,119-64-2,Quantity,Value,Units,Method,Reference,Comment
Tetralin,119-64-2,Vc,0.408,l/mol,N/A,"Tsonopoulos and Ambrose, 1995",
Tetralin,119-64-2,Quantity,Value,Units,Method,Reference,Comment
Tetralin,119-64-2,ρc,2.5 ± 0.1,mol/l,N/A,"Tsonopoulos and Ambrose, 1995",
Tetralin,119-64-2,ρc,2.45,mol/l,N/A,"Teja and Anselme, 1990",Uncertainty assigned by TRC =  0.05 mol/l;TRC
Tetralin,119-64-2,ρc,2.27,mol/l,N/A,"Steele, Chirico, et al., 1988",Uncertainty assigned by TRC =  0.11 mol/l;TRC
Tetralin,119-64-2,Quantity,Value,Units,Method,Reference,Comment
Tetralin,119-64-2,ΔvapH°,55. ± 1.,kJ/mol,V,"Boyd, Sanwal, et al., 1971",ALS
Tetralin,119-64-2,ΔvapH°,58.6,kJ/mol,N/A,"Boyd, Sanwal, et al., 1971",DRB
Naphthalene,91-20-3,Tboil,490. ± 5.,K,AVG,N/A,Average of 10 out of 11 values;Individual data points
Naphthalene,91-20-3,Quantity,Value,Units,Method,Reference,Comment
Naphthalene,91-20-3,Tfus,353.2 ± 0.7,K,AVG,N/A,Average of 55 out of 57 values;Individual data points
Naphthalene,91-20-3,Quantity,Value,Units,Method,Reference,Comment
Naphthalene,91-20-3,Ttriple,353.39 ± 0.09,K,AVG,N/A,Average of 6 values;Individual data points
Naphthalene,91-20-3,Quantity,Value,Units,Method,Reference,Comment
Naphthalene,91-20-3,Tc,748. ± 6.,K,AVG,N/A,Average of 13 out of 14 values;Individual data points
Naphthalene,91-20-3,Quantity,Value,Units,Method,Reference,Comment
Naphthalene,91-20-3,Pc,41. ± 1.,bar,AVG,N/A,Average of 10 out of 11 values;Individual data points
Naphthalene,91-20-3,Quantity,Value,Units,Method,Reference,Comment
Naphthalene,91-20-3,Vc,0.407,l/mol,N/A,"Tsonopoulos and Ambrose, 1995",
Naphthalene,91-20-3,Vc,0.409,l/mol,N/A,"Cheng, 1963",Uncertainty assigned by TRC =  0.06 l/mol;TRC
Naphthalene,91-20-3,Quantity,Value,Units,Method,Reference,Comment
Naphthalene,91-20-3,ρc,2.46 ± 0.05,mol/l,N/A,"Tsonopoulos and Ambrose, 1995",
Naphthalene,91-20-3,ρc,2.497,mol/l,N/A,"Chirico, Knipmeyer, et al., 1993",Uncertainty assigned by TRC =  0.078 mol/l;TRC
Naphthalene,91-20-3,ρc,2.450,mol/l,N/A,"Schroeer, 1941",Uncertainty assigned by TRC =  0.04 mol/l;TRC
Naphthalene,91-20-3,ρc,2.456,mol/l,N/A,"Zhuravlev, 1937",Uncertainty assigned by TRC =  0.04 mol/l;TRC
Naphthalene,91-20-3,Quantity,Value,Units,Method,Reference,Comment
Naphthalene,91-20-3,ΔvapH°,54.6,kJ/mol,CGC,"Zhao, Unhannanant, et al., 2008",AC
Naphthalene,91-20-3,ΔvapH°,60.3 ± 1.1,kJ/mol,GC,"Haftka, Parsons, et al., 2006",Based on data from 333. to 403. K.;AC
Naphthalene,91-20-3,ΔvapH°,53.4,kJ/mol,CGC,"Chickos, Hesse, et al., 1998",AC
Naphthalene,91-20-3,ΔvapH°,56.6,kJ/mol,CGC,"Chickos, Hosseini, et al., 1995",Based on data from 403. to 453. K.;AC
Naphthalene,91-20-3,Quantity,Value,Units,Method,Reference,Comment
Naphthalene,91-20-3,ΔsubH°,71. ± 5.,kJ/mol,AVG,N/A,Average of 17 values;Individual data points
1-Methylnaphthalene,90-12-0,Tboil,515. ± 7.,K,AVG,N/A,Average of 30 values;Individual data points
1-Methylnaphthalene,90-12-0,Quantity,Value,Units,Method,Reference,Comment
1-Methylnaphthalene,90-12-0,Tfus,244. ± 9.,K,AVG,N/A,Average of 27 out of 28 values;Individual data points
1-Methylnaphthalene,90-12-0,Quantity,Value,Units,Method,Reference,Comment
1-Methylnaphthalene,90-12-0,Ttriple,242.6600,K,N/A,"McCullough, Finke, et al., 1957",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.05 K; for sample crystalized rapidly without forming C2;TRC
1-Methylnaphthalene,90-12-0,Ttriple,242.6600,K,N/A,"McCullough, Finke, et al., 1957",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.03 K; after forming C2 and then C1;TRC
1-Methylnaphthalene,90-12-0,Ttriple,242.6900,K,N/A,"McCullough, Finke, et al., 1957",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.02 K; after forming C2 and then C1;TRC
1-Methylnaphthalene,90-12-0,Ttriple,242.7000,K,N/A,"McCullough, Finke, et al., 1957",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.03 K; for sample crystalized rapidly without forming C2;TRC
1-Methylnaphthalene,90-12-0,Quantity,Value,Units,Method,Reference,Comment
1-Methylnaphthalene,90-12-0,Tc,772. ± 1.,K,N/A,"Tsonopoulos and Ambrose, 1995",
1-Methylnaphthalene,90-12-0,Tc,772.,K,N/A,"Wilson, Johnston, et al., 1981",Uncertainty assigned by TRC =  1. K;TRC
1-Methylnaphthalene,90-12-0,Tc,772.,K,N/A,"Ambrose, 1963",Uncertainty assigned by TRC =  1.5 K;TRC
1-Methylnaphthalene,90-12-0,Tc,273.15,K,N/A,"Ambrose, Cox, et al., 1960","Uncertainty assigned by TRC =  2.72 K; Visual, PRT, IPTS-48, rapid decomp and no value obtained sample;TRC"
1-Methylnaphthalene,90-12-0,Tc,784.0,K,N/A,"Glaser and Ruland, 1957",Uncertainty assigned by TRC =  2. K;TRC
1-Methylnaphthalene,90-12-0,Quantity,Value,Units,Method,Reference,Comment
1-Methylnaphthalene,90-12-0,Pc,36. ± 1.,bar,N/A,"Tsonopoulos and Ambrose, 1995",
1-Methylnaphthalene,90-12-0,Pc,36.00,bar,N/A,"Wilson, Johnston, et al., 1981",Uncertainty assigned by TRC =  1.00 bar;TRC
1-Methylnaphthalene,90-12-0,Pc,43.5698,bar,N/A,"Glaser and Ruland, 1957",Uncertainty assigned by TRC =  1.5199 bar;TRC
1-Methylnaphthalene,90-12-0,Quantity,Value,Units,Method,Reference,Comment
1-Methylnaphthalene,90-12-0,ΔvapH°,59. ± 10.,kJ/mol,AVG,N/A,Average of 8 values;Individual data points
2-Methylnaphthalene,91-57-6,Tboil,514. ± 1.,K,AVG,N/A,Average of 15 out of 16 values;Individual data points
2-Methylnaphthalene,91-57-6,Quantity,Value,Units,Method,Reference,Comment
2-Methylnaphthalene,91-57-6,Tfus,307. ± 1.,K,AVG,N/A,Average of 15 out of 16 values;Individual data points
2-Methylnaphthalene,91-57-6,Quantity,Value,Units,Method,Reference,Comment
2-Methylnaphthalene,91-57-6,Ttriple,307.7200,K,N/A,"McCullough, Finke, et al., 1957",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.08 K;TRC
2-Methylnaphthalene,91-57-6,Ttriple,307.7200,K,N/A,"McCullough, Finke, et al., 1957",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.05 K;TRC
2-Methylnaphthalene,91-57-6,Ttriple,307.2,K,N/A,"Huffman, Parks, et al., 1931",Uncertainty assigned by TRC =  0.25 K;TRC
2-Methylnaphthalene,91-57-6,Quantity,Value,Units,Method,Reference,Comment
2-Methylnaphthalene,91-57-6,Tc,761. ± 1.,K,N/A,"Tsonopoulos and Ambrose, 1995",
2-Methylnaphthalene,91-57-6,Tc,761.15,K,N/A,"Ambrose, 1963",Uncertainty assigned by TRC =  1.5 K;TRC
2-Methylnaphthalene,91-57-6,Tc,764.55,K,N/A,"Glaser and Ruland, 1957",Uncertainty assigned by TRC =  2. K;TRC
2-Methylnaphthalene,91-57-6,Quantity,Value,Units,Method,Reference,Comment
2-Methylnaphthalene,91-57-6,Pc,32.9306,bar,N/A,"Glaser and Ruland, 1957",Uncertainty assigned by TRC =  1.5199 bar;TRC
2-Methylnaphthalene,91-57-6,Quantity,Value,Units,Method,Reference,Comment
2-Methylnaphthalene,91-57-6,ΔvapH°,45.31,kJ/mol,C,"Glaser and Ruland, 1957",ALS
2-Methylnaphthalene,91-57-6,Quantity,Value,Units,Method,Reference,Comment
2-Methylnaphthalene,91-57-6,ΔsubH°,65.69 ± 0.84,kJ/mol,C,"Sabbah, Chastel, et al., 1974",ALS
2-Methylnaphthalene,91-57-6,ΔsubH°,71.3 ± 2.1,kJ/mol,V,"Speros and Rossini, 1960",Hfusion=2.83±0.01;ALS
2-Methylnaphthalene,91-57-6,ΔsubH°,71.2,kJ/mol,N/A,"Speros and Rossini, 1960",DRB
Biphenyl,92-52-4,Tboil,527. ± 2.,K,AVG,N/A,Average of 40 out of 42 values;Individual data points
Biphenyl,92-52-4,Quantity,Value,Units,Method,Reference,Comment
Biphenyl,92-52-4,Tfus,343. ± 1.,K,AVG,N/A,Average of 285 out of 294 values;Individual data points
Biphenyl,92-52-4,Quantity,Value,Units,Method,Reference,Comment
Biphenyl,92-52-4,Ttriple,342.090,K,N/A,"Chirico, Knipmeyer, et al., 1989",Uncertainty assigned by TRC =  0.01 K;TRC
Biphenyl,92-52-4,Ttriple,341.8,K,N/A,"Parks and Huffman, 1931",Uncertainty assigned by TRC =  0.3 K;TRC
Biphenyl,92-52-4,Quantity,Value,Units,Method,Reference,Comment
Biphenyl,92-52-4,Tc,780. ± 20.,K,AVG,N/A,Average of 7 values;Individual data points
Biphenyl,92-52-4,Quantity,Value,Units,Method,Reference,Comment
Biphenyl,92-52-4,Pc,35. ± 6.,bar,AVG,N/A,Average of 8 values;Individual data points
Biphenyl,92-52-4,Quantity,Value,Units,Method,Reference,Comment
Biphenyl,92-52-4,Vc,0.497,l/mol,N/A,"Tsonopoulos and Ambrose, 1995",
Biphenyl,92-52-4,Quantity,Value,Units,Method,Reference,Comment
Biphenyl,92-52-4,ρc,2.0 ± 0.1,mol/l,N/A,"Tsonopoulos and Ambrose, 1995",
Biphenyl,92-52-4,ρc,2.01,mol/l,N/A,"Ellard and Yanko, 1963",Uncertainty assigned by TRC =  0.065 mol/l;TRC
Biphenyl,92-52-4,ρc,2.09,mol/l,N/A,"Reiter, 1963",Uncertainty assigned by TRC =  0.065 mol/l;TRC
Biphenyl,92-52-4,ρc,1.99,mol/l,N/A,"Mandel and Ewbank, 1960",Uncertainty assigned by TRC =  0.097 mol/l;TRC
Biphenyl,92-52-4,Quantity,Value,Units,Method,Reference,Comment
Biphenyl,92-52-4,ΔvapH°,62. ± 10.,kJ/mol,AVG,N/A,Average of 7 values;Individual data points
Biphenyl,92-52-4,Quantity,Value,Units,Method,Reference,Comment
Biphenyl,92-52-4,ΔsubH°,82. ± 3.,kJ/mol,AVG,N/A,Average of 10 values;Individual data points
Indane,496-11-7,Tboil,450. ± 2.,K,AVG,N/A,Average of 9 values;Individual data points
Indane,496-11-7,Quantity,Value,Units,Method,Reference,Comment
Indane,496-11-7,Tfus,221.46,K,N/A,"Boord, Perilstein, et al., 1944",Uncertainty assigned by TRC =  0.4 K;TRC
Indane,496-11-7,Quantity,Value,Units,Method,Reference,Comment
Indane,496-11-7,Ttriple,221.77,K,N/A,"Stull, Sinke, et al., 1959",Uncertainty assigned by TRC =  0.02 K;TRC
Indane,496-11-7,Quantity,Value,Units,Method,Reference,Comment
Indane,496-11-7,Tc,684.9 ± 0.5,K,N/A,"Tsonopoulos and Ambrose, 1995",
Indane,496-11-7,Tc,684.9,K,N/A,"Majer and Svoboda, 1985",
Indane,496-11-7,Tc,684.9,K,N/A,"Ambrose, Broderick, et al., 1974",Uncertainty assigned by TRC =  0.4 K;TRC
Indane,496-11-7,Quantity,Value,Units,Method,Reference,Comment
Indane,496-11-7,Pc,39.5 ± 0.4,bar,N/A,"Tsonopoulos and Ambrose, 1995",
Indane,496-11-7,Pc,39.50,bar,N/A,"Ambrose, Broderick, et al., 1974",Uncertainty assigned by TRC =  0.30 bar;TRC
Indane,496-11-7,Quantity,Value,Units,Method,Reference,Comment
Indane,496-11-7,ΔvapH°,48.8,kJ/mol,N/A,"Majer and Svoboda, 1985",
Indane,496-11-7,ΔvapH°,49.2 ± 1.0,kJ/mol,Review,"Roux, Temprado, et al., 2008","There are sufficient high-quality literature values to make a good evaluation with a high degree of confidence. In general, the evaluated uncertainty limits are on the order of (0.5 to 2.5) kJ/mol.;DRB"
Indane,496-11-7,ΔvapH°,49.0,kJ/mol,C,"Hossenlopp and Scott, 1981",AC
Indane,496-11-7,ΔvapH°,49.03 ± 0.20,kJ/mol,V,"Osborn and Scott, 1978",ALS
Fluorene,86-73-7,Tboil,571.2,K,N/A,"Aldrich Chemical Company Inc., 1990",BS
Fluorene,86-73-7,Tboil,567.2,K,N/A,"Weast and Grasselli, 1989",BS
Fluorene,86-73-7,Tboil,569.55,K,N/A,"Lecat, 1943",Uncertainty assigned by TRC =  0.5 K;TRC
Fluorene,86-73-7,Quantity,Value,Units,Method,Reference,Comment
Fluorene,86-73-7,Tfus,388. ± 2.,K,AVG,N/A,Average of 13 values;Individual data points
Fluorene,86-73-7,Quantity,Value,Units,Method,Reference,Comment
Fluorene,86-73-7,Ttriple,355.51,K,N/A,"Sabbah, 1991",Uncertainty assigned by TRC =  0.03 K;TRC
Fluorene,86-73-7,Ttriple,387.94,K,N/A,"Finke, Messerly, et al., 1977",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.02 K; C2 - C1 is a second order transition;TRC
Fluorene,86-73-7,Ttriple,387.94,K,N/A,"Osborn and Douslin, 1975",Uncertainty assigned by TRC =  0.02 K;TRC
Fluorene,86-73-7,Quantity,Value,Units,Method,Reference,Comment
Fluorene,86-73-7,ΔvapH°,72.4 ± 1.7,kJ/mol,CGC,"Hanshaw, Nutt, et al., 2008",AC
Fluorene,86-73-7,ΔvapH°,74.4 ± 1.2,kJ/mol,GC,"Haftka, Parsons, et al., 2006",Based on data from 373. to 423. K.;AC
Fluorene,86-73-7,ΔvapH°,72.3,kJ/mol,CGC,"Chickos, Hesse, et al., 1998",AC
Fluorene,86-73-7,ΔvapH°,72.2,kJ/mol,CGC,"Chickos, Hosseini, et al., 1995",Based on data from 403. to 453. K.;AC
Fluorene,86-73-7,ΔvapH°,65.7,kJ/mol,B,"Rakus, Verevkin, et al., 1994",Based on data from 323. to 363. K.;AC
Fluorene,86-73-7,Quantity,Value,Units,Method,Reference,Comment
Fluorene,86-73-7,ΔsubH°,84. ± 5.,kJ/mol,AVG,N/A,Average of 9 values;Individual data points
Acenaphthene,83-32-9,Tboil,552.2,K,N/A,"Weast and Grasselli, 1989",BS
Acenaphthene,83-32-9,Tboil,552.,K,N/A,"Buckingham and Donaghy, 1982",BS
Acenaphthene,83-32-9,Tboil,502.65,K,N/A,"Perkin, 1896",Uncertainty assigned by TRC =  1. K;TRC
Acenaphthene,83-32-9,Quantity,Value,Units,Method,Reference,Comment
Acenaphthene,83-32-9,Tfus,367. ± 4.,K,AVG,N/A,Average of 13 values;Individual data points
Acenaphthene,83-32-9,Quantity,Value,Units,Method,Reference,Comment
Acenaphthene,83-32-9,Ttriple,366.56,K,N/A,"Finke, Messerly, et al., 1977",Uncertainty assigned by TRC =  0.02 K;TRC
Acenaphthene,83-32-9,Ttriple,366.55,K,N/A,"Osborn and Douslin, 1975",Uncertainty assigned by TRC =  0.02 K;TRC
Acenaphthene,83-32-9,Quantity,Value,Units,Method,Reference,Comment
Acenaphthene,83-32-9,ΔvapH°,68.0,kJ/mol,CGC,"Zhao, Unhannanant, et al., 2008",AC
Acenaphthene,83-32-9,ΔvapH°,70.5 ± 1.1,kJ/mol,GC,"Haftka, Parsons, et al., 2006",Based on data from 363. to 423. K.;AC
Acenaphthene,83-32-9,ΔvapH°,66.2,kJ/mol,CGC,"Chickos, Hesse, et al., 1998",AC
Acenaphthene,83-32-9,ΔvapH°,66.2,kJ/mol,N/A,"Ruuzicka, Mokbel, et al., 1998","See alsoHanshaw, Nutt, et al., 2008.;AC"
Acenaphthene,83-32-9,ΔvapH°,66.5 ± 1.3,kJ/mol,N/A,"Mokbel, Guetachew, et al., 1995","See alsoHanshaw, Nutt, et al., 2008.;AC"
Acenaphthene,83-32-9,Quantity,Value,Units,Method,Reference,Comment
Acenaphthene,83-32-9,ΔsubH°,84.8 ± 0.4,kJ/mol,Review,"Roux, Temprado, et al., 2008","There are sufficient high-quality literature values to make a good evaluation with a high degree of confidence. In general, the evaluated uncertainty limits are on the order of (0.5 to 2.5) kJ/mol.;DRB"
Acenaphthene,83-32-9,ΔsubH°,84.6,kJ/mol,CGC-DSC,"Chickos, Hesse, et al., 1998",AC
Acenaphthene,83-32-9,ΔsubH°,83.4 ± 1.0,kJ/mol,N/A,"Osborn and Douslin, 1975, 2","See alsoFinke, Messerly, et al., 1977, 2.;AC"
Acenaphthene,83-32-9,ΔsubH°,86. ± 1.,kJ/mol,V,"Boyd, Christensen, et al., 1965",ALS
Acenaphthene,83-32-9,ΔsubH°,86.0,kJ/mol,N/A,"Boyd, Christensen, et al., 1965",DRB
Phenanthrene,85-01-8,Tboil,609.2,K,N/A,"Aldrich Chemical Company Inc., 1990",BS
Phenanthrene,85-01-8,Tboil,613.2,K,N/A,"Weast and Grasselli, 1989",BS
Phenanthrene,85-01-8,Tboil,605.15,K,N/A,"Kirby, 1921",Uncertainty assigned by TRC =  5. K;TRC
Phenanthrene,85-01-8,Tboil,601.15,K,N/A,"Kirby, 1921",Uncertainty assigned by TRC =  3. K;TRC
Phenanthrene,85-01-8,Tboil,613.15,K,N/A,"Beilstein, 1919",Uncertainty assigned by TRC =  2. K;TRC
Phenanthrene,85-01-8,Quantity,Value,Units,Method,Reference,Comment
Phenanthrene,85-01-8,Tfus,372. ± 2.,K,AVG,N/A,Average of 32 out of 35 values;Individual data points
Phenanthrene,85-01-8,Quantity,Value,Units,Method,Reference,Comment
Phenanthrene,85-01-8,Ttriple,372.38,K,N/A,"Finke, Messerly, et al., 1977",Crystal phase 1 phase; Uncertainty assigned by TRC =  0.02 K; C3 - C2 and C2 - C1 are second order transitions;TRC
Phenanthrene,85-01-8,Ttriple,372.38,K,N/A,"Osborn and Douslin, 1975",Uncertainty assigned by TRC =  0.02 K;TRC
Phenanthrene,85-01-8,Quantity,Value,Units,Method,Reference,Comment
Phenanthrene,85-01-8,Tc,869. ± 1.,K,N/A,"Tsonopoulos and Ambrose, 1995",
Phenanthrene,85-01-8,Tc,869.3,K,N/A,"Cheng, 1963",Uncertainty assigned by TRC =  1. K;TRC
Phenanthrene,85-01-8,Quantity,Value,Units,Method,Reference,Comment
Phenanthrene,85-01-8,ΔvapH°,78.7,kJ/mol,CGC,"Zhao, Unhannanant, et al., 2008",AC
Phenanthrene,85-01-8,ΔvapH°,79.0 ± 1.2,kJ/mol,GC,"Haftka, Parsons, et al., 2006",Based on data from 413. to 483. K.;AC
Phenanthrene,85-01-8,ΔvapH°,78.7,kJ/mol,CGC,"Chickos, Hesse, et al., 1998",AC
Phenanthrene,85-01-8,ΔvapH°,78.5,kJ/mol,CGC,"Chickos, Hosseini, et al., 1995",Based on data from 403. to 453. K.;AC
Phenanthrene,85-01-8,Quantity,Value,Units,Method,Reference,Comment
Phenanthrene,85-01-8,ΔsubH°,91. ± 3.,kJ/mol,AVG,N/A,Average of 12 values;Individual data points
Anthracene,120-12-7,Tboil,613.2,K,N/A,"Weast and Grasselli, 1989",BS
